Audit_ID,Incident_ID,Event_Hash,HMAC_Signature,Previous_Hash,Timestamp,Verification_Status
AUD-0b9f1074cddf,RASH_9_201,770f19d8d603914ee485d301e10b878aca7c4b050aaae3252b5c1fe9d0a76e2b,9704fcfbc16abd98a73d9bc5800148cc302abbb1d6c22682f12d45707189a866,1332b9771bc010801525c68691bc2df848de76e115811b44275f4030d57b7fb8,2026-09-12T19:21:53.957067,VERIFIED
AUD-a6b5b52e018e,RASH_10_203,a6778ee7a79266304cb62b90ae1d8e06f61dedceb9a6139fc9bd8adc0896f596,f6db01eb8b30babf787963ce4212a6cd3d13946027adb1fd150b1b9062cc532d,770f19d8d603914ee485d301e10b878aca7c4b050aaae3252b5c1fe9d0a76e2b,2026-09-12T19:21:53.957267,VERIFIED
AUD-beca1303ed9f,RASH_11_217,219a875d4caa2bb8f994715494ebf6bb4237854a1267314e0cb58735bc765b5a,b835cee9f179988d7379150e45777cdaf02bc84af79f29fd79d0a2204368c871,a6778ee7a79266304cb62b90ae1d8e06f61dedceb9a6139fc9bd8adc0896f596,2026-09-12T19:21:53.957466,VERIFIED
AUD-77efa68e1f84,RASH_4_4,246b67b8b748781a62376bdad7bc898874702a396a65a9df0d30502ea6a51962,5eb4141e5ab55d3535a85ed7ae75fe45c81a33b96c6b33cfa17bd83128c67c66,219a875d4caa2bb8f994715494ebf6bb4237854a1267314e0cb58735bc765b5a,2026-09-12T19:21:53.957713,VERIFIED
AUD-8d36b808aa27,RASH_5_14,0128ec983fa130beb004d0fb2d7c9c98e26fcdec7f1d83559cfd5d7f2b814592,22868990000c33f72f2e31b77bec33d8498241080adccbfd5adc944b6bbe3c49,246b67b8b748781a62376bdad7bc898874702a396a65a9df0d30502ea6a51962,2026-09-12T19:21:53.957984,VERIFIED
AUD-fd546e478a94,RASH_7_126,d24d058a43becf63c0b406136dc4e211e00a359de619879e2c37020d5efff3ed,ff2a65b440d2c6f4f33d269a8fb26502e664e0e11728d29dbd35a84457888f82,0128ec983fa130beb004d0fb2d7c9c98e26fcdec7f1d83559cfd5d7f2b814592,2026-09-12T19:21:53.958207,VERIFIED
AUD-bf8aee75fd57,RASH_2_127,a8e0217b72b2479bcdf3d1e80ee7858b4e04fde53e424364421302a93691acec,f528cd2ee965e94cbf2b9e911e70972b1daa4cd77caed6d293527f3f6a9298d6,d24d058a43becf63c0b406136dc4e211e00a359de619879e2c37020d5efff3ed,2026-09-12T19:21:53.958413,VERIFIED
AUD-cc0ebaf1a8c7,RASH_1_132,62a6df6ed0219abaef3bc3e30d7c3175a4a4c5ab09728af714de21e8230e163f,9e1695b8a04e06097c362502db047e027316e94aaf1da181893446f18ccce910,a8e0217b72b2479bcdf3d1e80ee7858b4e04fde53e424364421302a93691acec,2026-09-12T19:21:53.958632,VERIFIED
AUD-8b99cbe6b100,RASH_6_188,1332b9771bc010801525c68691bc2df848de76e115811b44275f4030d57b7fb8,ef46866a095a4fd02bfb29c90553548963a6ded15ce003a61ce3f096c8d0c4a1,62a6df6ed0219abaef3bc3e30d7c3175a4a4c5ab09728af714de21e8230e163f,2026-09-12T19:21:53.958848,VERIFIED
AUD-b6de24759871,RASH_9_201,770f19d8d603914ee485d301e10b878aca7c4b050aaae3252b5c1fe9d0a76e2b,9704fcfbc16abd98a73d9bc5800148cc302abbb1d6c22682f12d45707189a866,1332b9771bc010801525c68691bc2df848de76e115811b44275f4030d57b7fb8,2026-09-12T19:21:53.959465,VERIFIED
AUD-d8c0b604612e,RASH_10_203,a6778ee7a79266304cb62b90ae1d8e06f61dedceb9a6139fc9bd8adc0896f596,f6db01eb8b30babf787963ce4212a6cd3d13946027adb1fd150b1b9062cc532d,770f19d8d603914ee485d301e10b878aca7c4b050aaae3252b5c1fe9d0a76e2b,2026-09-12T19:21:53.960811,VERIFIED
AUD-3f97292e3ecc,RASH_11_217,219a875d4caa2bb8f994715494ebf6bb4237854a1267314e0cb58735bc765b5a,b835cee9f179988d7379150e45777cdaf02bc84af79f29fd79d0a2204368c871,a6778ee7a79266304cb62b90ae1d8e06f61dedceb9a6139fc9bd8adc0896f596,2026-09-12T19:21:53.961924,VERIFIED
AUD-3c3f1e572cb5,ROAD_alligator_crack_0_1,1893cbfa7e72ff29f9ef2f34ab5a0390d4d5df3fa071b40dddbe547fc8e4c286,75ced05dd365aaeb8bf9e36ef524a062b131e57dfcf3f4a126f76c1ebdefc10b,219a875d4caa2bb8f994715494ebf6bb4237854a1267314e0cb58735bc765b5a,2026-09-12T19:21:53.962255,VERIFIED
AUD-b07c02caa768,ROAD_longitudinal_crack_1_1,0925476f6d17ebe97e23246a01d48780e9da00ee8e437393beac3dfe22494b79,ab7ca994e80868410178b06b52c35638b498d822aeb227cae004ed1850098825,1893cbfa7e72ff29f9ef2f34ab5a0390d4d5df3fa071b40dddbe547fc8e4c286,2026-09-12T19:21:53.962818,VERIFIED
AUD-554592350898,ROAD_pothole_0_18,e9a53e2190e3dbae42fb396bea426c50dcf19f99d161d2ffa89aa32266c5d56d,b7d99db037eecf4364a345d1605cec8f5e3c0e919bc084ffa10b509d9e84a9c3,0925476f6d17ebe97e23246a01d48780e9da00ee8e437393beac3dfe22494b79,2026-09-12T19:21:53.963219,VERIFIED
AUD-e7b8245182de,ROAD_pothole_1_19,386d2c784c3f9fef609fc3d7d3ee1e1ca2f264f52ebb5ea0ee2182363d79f30b,6736f35c972c0cf14bfd8985666e9f6a0df1311c28c50cd17341ac3a4e49e92a,e9a53e2190e3dbae42fb396bea426c50dcf19f99d161d2ffa89aa32266c5d56d,2026-09-12T19:21:53.963637,VERIFIED
AUD-35286a5d0578,ROAD_pothole_2_20,70c6c130a2cabb855f41d834f71c190c80f5a248ed023543c53d2b7d9593f183,24f13bc6b1d65ce655ca926e19ffdcc4f1bfa37b722e3a1f6555126a0e70f1ba,386d2c784c3f9fef609fc3d7d3ee1e1ca2f264f52ebb5ea0ee2182363d79f30b,2026-09-12T19:21:53.964150,VERIFIED
AUD-0ff52a5814a4,ROAD_pothole_3_25,70f385d2d2f73f2c78d3bf90fad48e8aefe2f17e90921ff10e9eabcdb30db808,133c76ad93ea174d485bc7f037f151cbac95c542479a4027baeeef3f179efae1,70c6c130a2cabb855f41d834f71c190c80f5a248ed023543c53d2b7d9593f183,2026-09-12T19:21:53.964411,VERIFIED
AUD-c2f1669a678e,ROAD_pothole_4_25,6a84fb9f7e05b59ddaf71a8f0d088349556697710be1ddab6944027211aa3c6e,6a5fb0ed140658303e632f47a8d4da23630761336abdd60f8d47919ab5b46c0b,70f385d2d2f73f2c78d3bf90fad48e8aefe2f17e90921ff10e9eabcdb30db808,2026-09-12T19:21:53.964677,VERIFIED
AUD-334fb6b3b97d,ROAD_pothole_5_33,bf81c2a2b35dd54c759653d4d1ab5abb2b3bb59982812db1990a042423e1ad30,41aabc1a4102cc6e8a401c84c9d3e92465b8ed36cf13744d985651b575547867,6a84fb9f7e05b59ddaf71a8f0d088349556697710be1ddab6944027211aa3c6e,2026-09-12T19:21:53.965201,VERIFIED
AUD-6f71709950c0,ROAD_transverse_crack_1_55,50be7e31af996922e80530f883fbf7e79befcbe54c82539b92868e095aa98dbf,b9fa448b3845477acbb55d1fd2dc40338472a7dbbb47de45690a6d97cef3c42c,bf81c2a2b35dd54c759653d4d1ab5abb2b3bb59982812db1990a042423e1ad30,2026-09-12T19:21:53.965677,VERIFIED
AUD-1679f850468e,ROAD_transverse_crack_0_56,fdbf7bfb93c844323584c08437bdd5432836c2df5849d44dbed906efb51f55f0,cc01aec9df89cbd36c339f0b5a1d5c61d04655f2449afd2b8a3566bc2f47b0fc,50be7e31af996922e80530f883fbf7e79befcbe54c82539b92868e095aa98dbf,2026-09-12T19:21:53.966202,VERIFIED
AUD-51ebc08da4e3,ROAD_pothole_8_60,cfb2f2f70916b493f206ec7d295ce5a1db133492d0ddd4977b829fd3aa15ad63,e72959a15c1088bd095fdaae5e464d44e43b74e525e985f684a323f075f9ce86,fdbf7bfb93c844323584c08437bdd5432836c2df5849d44dbed906efb51f55f0,2026-09-12T19:21:53.966558,VERIFIED
AUD-ff6c1766abb7,ROAD_longitudinal_crack_0_76,575af3ff9bdd1f8c960c40ea0b3b7db62748ac599e4455dd5cff33d8ed14219d,651b6b56f6e1319da3a4711206bc222e291b49402a85e600bfbf8a5d8d0891fe,cfb2f2f70916b493f206ec7d295ce5a1db133492d0ddd4977b829fd3aa15ad63,2026-09-12T19:21:53.966873,VERIFIED
AUD-743bbcdc7f2a,ROAD_pothole_18_210,b1223fc23107450fe6317be94fe8567072fcbee84deb1e10f829e88f4c71b62c,0097110f202130dd8ab895c6274584e0d429072bcb95005a278615b28a5fb7c8,575af3ff9bdd1f8c960c40ea0b3b7db62748ac599e4455dd5cff33d8ed14219d,2026-09-12T19:21:53.967362,VERIFIED
AUD-9cf8417d92da,ROAD_pothole_21_369,23425978d4aa9b6283a413195b5b96d5f47d2b758463d640c7b2a2d638df86d6,374ae47c79af35cc21b7c2cee8ce6fa213c5b75bc1b68576caa03ed47538ae83,b1223fc23107450fe6317be94fe8567072fcbee84deb1e10f829e88f4c71b62c,2026-09-12T19:21:53.967673,VERIFIED
AUD-053dc9d6e476,ROAD_longitudinal_crack_22_417,18fc361118cce3bbfe4f99c72d2f07aa8c4da8285c0b92e8ca75000477cc26e6,b2835f211635618d3b2897d704056e2b05345b0752b440ae93410e30d2cad7bd,23425978d4aa9b6283a413195b5b96d5f47d2b758463d640c7b2a2d638df86d6,2026-09-12T19:21:53.967951,VERIFIED
AUD-838577d85d9e,ROAD_pothole_27_431,88d57c5056dbc2d6a03b9cab18144c1df177b5c721fbe0b50c4cbd9c835259d1,c04fb9e7b540097977e55f1fbabcd36bc80507a51a569ad43e996881acaf7274,18fc361118cce3bbfe4f99c72d2f07aa8c4da8285c0b92e8ca75000477cc26e6,2026-09-12T19:21:53.968395,VERIFIED
AUD-cfd62e061d12,ROAD_pothole_31_438,95e5dd4d678428f0fdc28c4a189306e5ac93f913e852991436d6ced61fd5cea1,da7cda6ee86ca11f8837cf85095929cea7b8b5c37e0286bd698c3235f25a08dc,88d57c5056dbc2d6a03b9cab18144c1df177b5c721fbe0b50c4cbd9c835259d1,2026-09-12T19:21:53.968873,VERIFIED
AUD-20ef513a6386,ROAD_pothole_39_484,f7e1109a0c617c36cda0703b750ffd8701282a5bff8636f50c6b309a7299087a,46354df9a970651a21169e519c2648eaab7c2bbf456792205269d8ddef4ce24d,95e5dd4d678428f0fdc28c4a189306e5ac93f913e852991436d6ced61fd5cea1,2026-09-12T19:21:53.969302,VERIFIED
AUD-461d52650a9f,ROAD_pothole_41_506,507e113c4eab5ce077488e5c0c4a76dc677bc88e7275d49f992bcf07fd854ba5,270fc456675a35e84a135602d873ab326233584d4afb17573530816a239f5fbe,f7e1109a0c617c36cda0703b750ffd8701282a5bff8636f50c6b309a7299087a,2026-09-12T19:21:53.970615,VERIFIED
AUD-c369ccca4ea1,ROAD_pothole_42_517,9b4c17303068fb1b5d1fc836b5f72bc4fe149ad93000d36985b30644cbb6147f,b1b5da00bc08402932d78ecf706845f85a53d216127675f2b504000589db98fa,507e113c4eab5ce077488e5c0c4a76dc677bc88e7275d49f992bcf07fd854ba5,2026-09-12T19:21:53.971078,VERIFIED
AUD-2db2705f305b,WATER_1,da15a43053605718452c5c4747efdf546799821c1899c5b725ee78bc9b564e11,a42036d2b6d4ad0240053757255c3d062625b507df2be58e071e1eb00be0a665,9b4c17303068fb1b5d1fc836b5f72bc4fe149ad93000d36985b30644cbb6147f,2026-09-12T19:21:53.971380,VERIFIED
AUD-24d0250e95d8,WATER_126,ee6660cdf8f5e260b439e252009580de408b370db06abb16414a28cc3f0d426a,167a0d18f979c9d3629cea5b7e3548b04cdaaeb034a27de7bb06a7a099598da2,da15a43053605718452c5c4747efdf546799821c1899c5b725ee78bc9b564e11,2026-09-12T19:21:53.971684,VERIFIED
AUD-9da83da4523d,WATER_252,9e140e12073c197271ec0be44c5978fc20bfdd02abb787553b1fe2a491c5acc0,1e738a4f1040981414170fa31a3623576f4da7f23502bf91bc1dcd4f205ec4e0,ee6660cdf8f5e260b439e252009580de408b370db06abb16414a28cc3f0d426a,2026-09-12T19:21:53.971982,VERIFIED
AUD-f5a80dfac777,RASH_4_4,246b67b8b748781a62376bdad7bc898874702a396a65a9df0d30502ea6a51962,5eb4141e5ab55d3535a85ed7ae75fe45c81a33b96c6b33cfa17bd83128c67c66,9e140e12073c197271ec0be44c5978fc20bfdd02abb787553b1fe2a491c5acc0,2026-09-12T19:21:53.972513,VERIFIED
AUD-96ba1d1e2ac6,RASH_5_14,0128ec983fa130beb004d0fb2d7c9c98e26fcdec7f1d83559cfd5d7f2b814592,22868990000c33f72f2e31b77bec33d8498241080adccbfd5adc944b6bbe3c49,246b67b8b748781a62376bdad7bc898874702a396a65a9df0d30502ea6a51962,2026-09-12T19:21:53.973810,VERIFIED
AUD-2836d372e6c3,RASH_7_126,d24d058a43becf63c0b406136dc4e211e00a359de619879e2c37020d5efff3ed,ff2a65b440d2c6f4f33d269a8fb26502e664e0e11728d29dbd35a84457888f82,0128ec983fa130beb004d0fb2d7c9c98e26fcdec7f1d83559cfd5d7f2b814592,2026-09-12T19:21:53.974134,VERIFIED
AUD-ff23182c272b,RASH_2_127,a8e0217b72b2479bcdf3d1e80ee7858b4e04fde53e424364421302a93691acec,f528cd2ee965e94cbf2b9e911e70972b1daa4cd77caed6d293527f3f6a9298d6,d24d058a43becf63c0b406136dc4e211e00a359de619879e2c37020d5efff3ed,2026-09-12T19:21:53.974679,VERIFIED
AUD-8696f2e6bad6,RASH_1_132,62a6df6ed0219abaef3bc3e30d7c3175a4a4c5ab09728af714de21e8230e163f,9e1695b8a04e06097c362502db047e027316e94aaf1da181893446f18ccce910,a8e0217b72b2479bcdf3d1e80ee7858b4e04fde53e424364421302a93691acec,2026-09-12T19:21:53.975117,VERIFIED
AUD-f21cb8b41b76,RASH_6_188,1332b9771bc010801525c68691bc2df848de76e115811b44275f4030d57b7fb8,ef46866a095a4fd02bfb29c90553548963a6ded15ce003a61ce3f096c8d0c4a1,62a6df6ed0219abaef3bc3e30d7c3175a4a4c5ab09728af714de21e8230e163f,2026-09-12T19:21:53.975740,VERIFIED
AUD-1759609ffbc1,RASH_9_201,770f19d8d603914ee485d301e10b878aca7c4b050aaae3252b5c1fe9d0a76e2b,9704fcfbc16abd98a73d9bc5800148cc302abbb1d6c22682f12d45707189a866,1332b9771bc010801525c68691bc2df848de76e115811b44275f4030d57b7fb8,2026-09-12T19:21:53.976279,VERIFIED
AUD-3c5473bb6342,RASH_10_203,a6778ee7a79266304cb62b90ae1d8e06f61dedceb9a6139fc9bd8adc0896f596,f6db01eb8b30babf787963ce4212a6cd3d13946027adb1fd150b1b9062cc532d,770f19d8d603914ee485d301e10b878aca7c4b050aaae3252b5c1fe9d0a76e2b,2026-09-12T19:21:53.976609,VERIFIED
AUD-8dd9b58b2c06,RASH_11_217,219a875d4caa2bb8f994715494ebf6bb4237854a1267314e0cb58735bc765b5a,b835cee9f179988d7379150e45777cdaf02bc84af79f29fd79d0a2204368c871,a6778ee7a79266304cb62b90ae1d8e06f61dedceb9a6139fc9bd8adc0896f596,2026-09-12T19:21:53.976950,VERIFIED
AUD-ea24f80dd3f2,ROAD_alligator_crack_0_1,1893cbfa7e72ff29f9ef2f34ab5a0390d4d5df3fa071b40dddbe547fc8e4c286,75ced05dd365aaeb8bf9e36ef524a062b131e57dfcf3f4a126f76c1ebdefc10b,219a875d4caa2bb8f994715494ebf6bb4237854a1267314e0cb58735bc765b5a,2026-09-12T19:21:53.977306,VERIFIED
AUD-2b12960c1e03,ROAD_longitudinal_crack_1_1,0925476f6d17ebe97e23246a01d48780e9da00ee8e437393beac3dfe22494b79,ab7ca994e80868410178b06b52c35638b498d822aeb227cae004ed1850098825,1893cbfa7e72ff29f9ef2f34ab5a0390d4d5df3fa071b40dddbe547fc8e4c286,2026-09-12T19:21:53.977648,VERIFIED
AUD-74e242a2358b,ROAD_pothole_0_18,e9a53e2190e3dbae42fb396bea426c50dcf19f99d161d2ffa89aa32266c5d56d,b7d99db037eecf4364a345d1605cec8f5e3c0e919bc084ffa10b509d9e84a9c3,0925476f6d17ebe97e23246a01d48780e9da00ee8e437393beac3dfe22494b79,2026-09-12T19:21:53.978245,VERIFIED
AUD-3d897a72f87d,ROAD_pothole_1_19,386d2c784c3f9fef609fc3d7d3ee1e1ca2f264f52ebb5ea0ee2182363d79f30b,6736f35c972c0cf14bfd8985666e9f6a0df1311c28c50cd17341ac3a4e49e92a,e9a53e2190e3dbae42fb396bea426c50dcf19f99d161d2ffa89aa32266c5d56d,2026-09-12T19:21:53.978773,VERIFIED
AUD-0ed8c01c2913,ROAD_pothole_2_20,70c6c130a2cabb855f41d834f71c190c80f5a248ed023543c53d2b7d9593f183,24f13bc6b1d65ce655ca926e19ffdcc4f1bfa37b722e3a1f6555126a0e70f1ba,386d2c784c3f9fef609fc3d7d3ee1e1ca2f264f52ebb5ea0ee2182363d79f30b,2026-09-12T19:21:53.979460,VERIFIED
AUD-5cb204bfe890,ROAD_pothole_3_25,70f385d2d2f73f2c78d3bf90fad48e8aefe2f17e90921ff10e9eabcdb30db808,133c76ad93ea174d485bc7f037f151cbac95c542479a4027baeeef3f179efae1,70c6c130a2cabb855f41d834f71c190c80f5a248ed023543c53d2b7d9593f183,2026-09-12T19:21:53.980324,VERIFIED
AUD-b5323a49bd20,ROAD_pothole_4_25,6a84fb9f7e05b59ddaf71a8f0d088349556697710be1ddab6944027211aa3c6e,6a5fb0ed140658303e632f47a8d4da23630761336abdd60f8d47919ab5b46c0b,70f385d2d2f73f2c78d3bf90fad48e8aefe2f17e90921ff10e9eabcdb30db808,2026-09-12T19:21:53.980883,VERIFIED
AUD-93644bc3c8c9,ROAD_pothole_5_33,bf81c2a2b35dd54c759653d4d1ab5abb2b3bb59982812db1990a042423e1ad30,41aabc1a4102cc6e8a401c84c9d3e92465b8ed36cf13744d985651b575547867,6a84fb9f7e05b59ddaf71a8f0d088349556697710be1ddab6944027211aa3c6e,2026-09-12T19:21:53.981476,VERIFIED
AUD-ba2364cc452d,ROAD_transverse_crack_1_55,50be7e31af996922e80530f883fbf7e79befcbe54c82539b92868e095aa98dbf,b9fa448b3845477acbb55d1fd2dc40338472a7dbbb47de45690a6d97cef3c42c,bf81c2a2b35dd54c759653d4d1ab5abb2b3bb59982812db1990a042423e1ad30,2026-09-12T19:21:53.982117,VERIFIED
